_1,_2
-0.08217284731481976,50
0.03415981448396231,55.8625
-0.0268268293236842,61.725
-0.0904380220944109,67.5875
0.011297627864950492,73.45
-0.007449557902984225,79.3125
0.005372902809378015,85.175
-0.013796490864101582,91.0375
0.07465254815817489,96.9
0.01343125005638901,102.7625
-0.05624365268429397,108.625
0.03645525518593411,114.4875
0.01814105979811857,120.35
0.0209587486429125,126.2125
-0.004068731069720241,132.075
0.07688269896580735,137.9375
0.015734664566171667,143.8
-0.050739717189676396,149.6625
0.03064941869709383,155.525
0.0034519307771206475,161.3875
0.007572317034965946,167.25
0.02556598813324622,173.1125
-0.004925291737143921,178.975
0.06509608778004643,184.8375
0.01881901897500162,190.7
-0.05139626529022735,196.5625
0.024692773050622674,202.425
0.012483644515236559,208.2875
0.005121989246675507,214.15
-0.003042409188118664,220.0125
0.06662555585703618,225.875
-0.01194539788931345,231.7375
-0.04044281733074124,237.6
0.031780613811418404,243.4625
-0.004230528537464159,249.325
0.019754339935019054,255.1875
-0.017904202287262864,261.05
0.06747519164765967,266.9125
0.006286605445754106,272.775
-0.06955530885361945,278.6375
0.03475590132740583,284.5
0.009845241475516376,290.3625
0.0028963674983763527,296.225
-0.022161290366663807,302.0875
0.08494419874251957,307.95
0.006865324905341965,313.8125
-0.07448589601396773,319.675
0.02655062977272317,325.5375
-0.002696837821895692,331.4
0.00910314333434946,337.2625
0.012570705205403413,343.125
-0.015368076495903051,348.9875
0.07406453253705705,354.85
0.0016789879935597656,360.7125
-0.06531838848900996,366.575
0.015073317845790362,372.4375
0.0022157888616955892,378.3
0.005137246568809444,384.1625
-0.01127254837967678,390.025
0.06178814073815449,395.8875
0.0034175730534866345,401.75
-0.053954650332075374,407.6125
0.01718444643936834,413.475
-0.00022365551072977457,419.3375
0.006692839377300274,425.2
-0.019765093425642897,431.0625
0.076915315733318,436.925
-0.0016780302263430347,442.7875
-0.07726179150106956,448.65
0.022064000336624763,454.5125
0.0075117739549271575,460.375
0.016912675683931,466.2375
-0.0264888814178244,472.1
0.0633932377475385,477.9625
-0.0038949207628712723,483.825
-0.06571935352067927,489.6875
0.026847343320453937,495.55
0.0041174197383044165,501.4125
-0.008664199470663818,507.275
0.008601080767805979,513.1375
-0.018042796453447987,519
0.07409362663557399,524.8625
0.00544815689917433,530.725
-0.07010821400373644,536.5875
0.022926377315372354,542.45
-0.0044448528406595125,548.3125
0.011480030317359086,554.175
-0.028659736004117427,560.0375
0.07135690338278504,565.9
0.01554259038932617,571.7625
-0.07150648420144819,577.625
0.022191080598219462,583.4875
-0.018837487707261426,589.35
0.004469035232059951,595.2125
-0.0039251347145737095,601.075
0.06135217719435911,606.9375
0.0038472643327972047,612.8
-0.04414963994638843,618.6625
0.012094577752390059,624.525
-0.004535200745867371,630.3875
0.016235434104401314,636.25
-0.0033101420471066505,642.1125
-0.02790365195402364,647.975
0.08018571822079038,653.8375
0.001124543951606367,659.7
-0.07934454633605195,665.5625
0.028988757173775567,671.425
0.008245401181776572,677.2875
0.006632046831188806,683.15
-0.014933233402807958,689.0125
